1,Sleep
1,Sleep
0,Sleep
0,Sleep
0,Sleep
0,Sleep
1,Sleep
1,Wake
1,Wake
1,Wake
1,Wake
1,Wake
1,Wake
0,Wake
0,Wake
1,Wake
1,Wake
1,Wake
1,Sleep
1,Sleep
0,Sleep
1,Sleep
0,Sleep
0,Sleep
1,Sleep
1,Wake
1,Wake
1,Wake
1,Wake
1,Wake
1,Wake
0,Wake
0,Wake
1,Wake
1,Wake
0,Sleep
0,Sleep
0,Sleep
0,Sleep
0,Sleep
0,Sleep
0,Sleep
